nm_id;vendor_code;title;subject_id;revenue_since_0106;margin_pct;live_stock;from_sumrak
209731210;4261;Картриджи T6931-T6935 для Epson SC-T7000, SC-T7000;1820;117940;51.3;1;0
964648600;33595;Картридж для HP PageWide Pro 772dn;1820;20897;33.8;6;0
209664104;3584;Картриджи PFI-107 для Canon iPF785, iPF785, iPF785;1820;14419;52.7;13;0
209665679;3412;Картриджи TK-8800 для Kyocera P8060;1820;10678;26.0;22;0
199333247;1155;Картридж CF363X для HP LJ M553x, LJ M553x пурпурный;1820;10094;33.8;14;0
209664075;3560;Картридж PFI-120MBK для Canon iPF TM205 черный матовый;1820;9061;33.9;34;0
270394834;1927;Картридж T6366 для Epson Stylus Pro 9900 светло-пурпурный;1820;8528;34.3;50;0
181104934;0005;Картриджи CLT-404S для принтеров samsung xpress sl-c430/c480;1820;6675;49.1;48;0
209655436;2707;Картриджи 123XL для HP OfficeJet 3830, OfficeJet 3832;1820;5997;46.7;50;0
216360087;0833;Фотобарабан C-EXV18 DU для Canon IR-1018, iR-1018J черный;1820;5971;30.2;10;0
1208295657;7060;Картридж TK-8118C Азия для Kyocera M8124cidn голубой;1820;5522;31.3;50;0
192569078;3216;Картриджи TN-421 для Brother MFC-L8900CDW, MFC-L8900CDW;1820;5466;20.8;2;0
200165026;02023;Картридж для HP DeskJet 1510;1820;4060;37.6;3;0
199334135;2384;Картридж TN-414 для Konica Minolta Bizhub 363 черный;1820;3504;17.5;25;0
437368500;6231;Картридж PC-212EV XL для M6502, M6502W, M6552NW черный;1820;3334;35.1;1;0
1283853153;7107;Тонер TK-1170 для Kyocera M2040dn, M2540dn, M2540dw черный;1820;2886;37.5;12;0
1063508735;7021;Картридж W1370A для HP LaserJet M207, LaserJet M208 черный;1820;2865;39.5;20;0
257945557;5379;Картридж 055 для Canon LBP-662, LBP-663, LBP-662 черный;1820;2820;35.6;9;0
209752197;5221;Картридж TL-5126H для BM5106ADN, BM5106ADW, BP5106DN черный;1820;2512;27.8;50;0
967496417;53415;Картридж для Samsung ML-2015;1820;2194;26.3;9;0
199574591;53401;Картридж для Xerox Phaser 3117;1820;2032;28.3;9;0
200164027;019617;Картридж для HP PhotoSmart D5060;1820;1884;42.6;1;0
1283992398;7112;Тонер TN-241/TN-243/TN-247/TN-421/TN-423 C для Brother;1820;1730;41.4;8;0
199335613;5352;Картридж 712 для Canon LBP3100, LBP-3010 черный;1820;1395;29.5;50;0
1003706468;64523;Чернила для Canon MAXIFY GX7040;1907;1368;41.4;1;0
1286378782;7116;Тонер CB435A/CB436A/CE278A/CE285A/CF283A/CF244A для Canon;1820;1209;40.8;19;0
1284271625;7135;Тонер W1106 для HP Laser 107A, Laser 107R черный;1820;1150;40.0;7;0
1291719153;7158;Тонер для Panasonic KX-DP702, KX-MB1500, KX-MB1507 черный;1820;1125;39.5;19;0
964425718;260730;Чернила для Epson L3060;1907;899;29.5;50;0
1243911902;09272;Картридж для Epson Expression XP-600;1820;814;33.0;2;0
964544815;37376;Чернила для HP Ink Tank 319;1907;789;37.5;33;0
967369762;37374;Чернила для HP Ink Tank 115;1907;703;37.5;33;0
967369780;37377;Чернила для HP InkTank 415;1907;651;37.5;33;0
964424309;260720;Чернила для Epson L386;1907;604;29.5;50;0
964424153;26072;Чернила для Epson L110;1907;595;29.5;50;0
199331717;0123;Лента KX-FA57A для Panasonic KX-FB423, KX-FHD331 черный;1820;0;38.6;12;1
199333206;1088;Картридж 106R00652 для Xerox Phaser 7750 черный;1820;0;31.1;5;1
199334825;3354;Лента PR-101RF для Brother FAX-1150, FAX-1200P черный;1820;0;22.9;6;1
199334863;3469;Картридж 106R03520 для Xerox VersaLink C400 черный;1820;0;29.4;2;1
199570169;01232;Лента для принтера для Panasonic KX-FHD332;1820;0;38.6;12;1
199570242;01233;Лента для принтера для Panasonic KX-FHD333;1820;0;38.6;12;1
208141117;33548;Лента для принтера для Brother FAX-1750;1820;0;22.9;6;1
208141199;33549;Лента для принтера для Brother FAX-1850;1820;0;22.9;6;1
208141792;33541;Лента для принтера для Brother FAX-1150;1820;0;22.9;6;1
208141842;33542;Лента для принтера для Brother FAX-1200P;1820;0;22.9;6;1
208141945;33546;Лента для принтера для Brother FAX-1550;1820;0;22.9;6;1
208142054;335410;Лента для принтера для Brother FAX-1950;1820;0;22.9;6;1
208142103;33547;Лента для принтера для Brother FAX-1700;1820;0;22.9;6;1
208142140;33543;Лента для принтера для Brother FAX-1250;1820;0;22.9;6;1
208142180;33544;Лента для принтера для Brother FAX-1350;1820;0;22.9;6;1
208142312;33545;Лента для принтера для Brother FAX-1450;1820;0;22.9;6;1
209713601;2849;Картридж PFI-706Y желтый;1820;0;33.4;4;1
209728570;3675;Картридж X340A11G/ X340A21G для Lexmark LP X340 черный;1820;0;34.1;4;1
209728910;3800;Картриджи T04B1-T04B4 для Epson WF Pro C8190, WF Pro C8690;1820;0;31.3;8;1
216355360;3555;Фотобарабан SCX-R6555A DU для Samsung SCX-4645 черный;1820;0;35.3;12;1
255475452;4236;Картриджи 006R01646-006R01649 для Xerox Versant 180;1820;0;27.7;12;1
257945242;4287;Картридж 006R01758 для Xerox C8145, C8155, C8170 черный;1820;0;31.1;15;1
261996652;2806;Фотобарабан MLT-R707 DU для Samsung MX SL-K2200 черный;1820;0;31.4;14;1
261996779;3643;Фотобарабан DK-5231 DU для Kyocera M5521cdn цветной;1820;0;30.6;35;1
262191993;5428;Фотобарабан DK-8350 для Kyocera TASKalfa 2552ci черный;1820;0;30.5;50;1
265276101;4204;Картридж 006R01683 для Xerox B8045, B8055, B8065 черный;1820;0;31.3;4;1
270394498;5737;Фотобарабан 013R00668 для Xerox D110, D125, D136 черный;1820;0;24.8;6;1
416654440;6113;Картридж ERC-22B для Epson HX-20, HX-40, HX-80, M-163 черный;1820;0;37.3;50;1
432665538;6207;Картридж 006R04360 для Xerox C310, C310, C310 черный;1820;0;35.0;9;1
432714168;6227;Картридж 20N5HC0 для Lexmark CS331dw, CX331adwe голубой;1820;0;34.7;20;1
432717572;6229;Картридж 20N5HM0 для Lexmark CS331dw, CX331adwe пурпурный;1820;0;34.7;20;1
547083246;6628;Фотобарабан + картридж CF219A+CF217XL для HP черный;1820;0;16.0;50;1
547894909;6642;Фотобарабан + картридж DR-316K+TN-328K-C для Konica Minolta;1820;0;21.2;7;1
548920022;6653;Фотобарабан + картридж DK-8350+TK-8345 для Kyocera;1820;0;24.9;50;1
552529903;6728;Фотобарабан + картридж MLT-R707 DU+MLT-D707L для Samsung;1820;0;30.6;50;1
850497948;6344;Картридж 45536506 для OKI C931, C941, es9541 пурпурный;1820;0;31.5;4;1
886363984;6936;Фотобарабаны 46857505-46857508 для OKI Data C834, Data C834;1820;0;28.9;4;1
886391084;6935;Фотобарабан 468575058 для OKI Data C824, Data C834 черный;1820;0;32.6;2;1
886391457;6934;Фотобарабан 46857507 для OKI Data C824, Data C834 голубой;1820;0;27.7;6;1
886391565;6933;Фотобарабан 46857506 для OKI Data C834, Data C834 пурпурный;1820;0;27.7;6;1
886391625;6932;Фотобарабан 46857505 для OKI Data C824, Data C834 желтый;1820;0;27.7;4;1
