nm_id;advert_id;цвет;действие;причина;ставка_₽;маржа_live_%;ДРР_профиля_%;ДРР_потолок_%;расход_₽;выручка_ВСЯ_₽;выручка_органика_₽;заказы_всего;заказы_реклама;заказы_органика;заказы_прошлая_неделя;в_корзину;показы_рекл;клики_рекл;открытия_всего;орг_позиция
323345021;35495292;🟢 зелёный;+10%;ДРР профиля 0.1% при потолке 26.4%;7.30;51.4;0.1;26.4;21.90;19932;19932;4;0;4;3;7;40;3;46;
887025642;35501683;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 2.4%;7.30;27.4;0.0;2.4;0.00;11326;11326;2;0;2;0;5;3;0;1;
313214936;35495292;🟢 зелёный;+10%;ДРР профиля 0.1% при потолке 26.9%;8.00;51.9;0.1;26.9;16.00;11069;11069;2;0;2;1;2;94;2;52;
313188500;35497479;🟢 зелёный;+10%;ДРР профиля 0.1% при потолке 26.5%;7.30;51.5;0.1;26.5;7.30;7929;7929;1;0;1;0;3;23;1;5;
323363554;35495292;🟢 зелёный;+10%;ДРР профиля 0.4% при потолке 23.0%;7.30;48.0;0.4;23.0;29.20;7724;7724;1;0;1;0;3;7;4;17;
323108005;36463324;🟢 зелёный;+10%;ДРР профиля 0.3% при потолке 24.9%;7.30;49.9;0.3;24.9;21.90;7374;7374;4;0;4;1;5;10;3;13;
862500790;35509256;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 11.0%;7.30;36.0;0.0;11.0;0.00;6598;6598;1;0;1;0;1;1;0;1;
434795487;35495292;🟢 зелёный;+10%;ДРР профиля 0.1% при потолке 20.4%;7.30;45.4;0.1;20.4;7.30;6308;6308;2;0;2;0;2;12;1;1;
497215569;35508987;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 25.9%;7.30;50.9;0.0;25.9;0.00;4845;4845;1;0;1;0;1;5;0;3;
323141910;36458948;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 2.5%;7.30;27.5;0.0;2.5;0.00;3809;3809;1;0;1;0;1;7;0;1;
313212520;36462624;🟢 зелёный;+10%;ДРР профиля 0.4% при потолке 14.8%;7.30;39.8;0.4;14.8;14.60;3681;3681;1;0;1;0;2;24;2;8;
886671642;35497916;🟢 зелёный;+10%;ДРР профиля 0.4% при потолке 1.8%;7.30;26.8;0.4;1.8;14.60;3566;0;1;1;0;0;1;24;2;4;
323089932;36460596;🟢 зелёный;+10%;ДРР профиля 0.2% при потолке 0.5%;7.30;25.5;0.2;0.5;7.30;3377;3377;1;0;1;0;1;1;1;1;
507053831;36462624;🟢 зелёный;+10%;ДРР профиля 0.5% при потолке 2.2%;8.80;27.2;0.5;2.2;17.60;3326;1663;2;1;1;0;2;26;2;7;
886543848;36462624;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 4.2%;7.30;29.2;0.0;4.2;0.00;2580;2580;1;0;1;1;1;56;0;4;
871030057;35507605;🟢 зелёный;+10%;ДРР профиля 0.6% при потолке 0.8%;8.00;25.8;0.6;0.8;16.00;2538;2538;1;0;1;0;1;9;2;2;
323359850;35512317;🟢 зелёный;+10%;ДРР профиля 0.4% при потолке 0.4%;8.80;25.4;0.4;0.4;8.80;2441;0;1;1;0;0;1;45;1;3;
872386273;35505900;🟢 зелёный;+10%;ДРР профиля 0.3% при потолке 15.0%;7.30;40.0;0.3;15.0;7.30;2238;0;1;1;0;0;1;8;1;1;
416649265;36462624;🟢 зелёный;+10%;ДРР профиля 0.4% при потолке 4.1%;8.00;29.1;0.4;4.1;8.00;2235;2235;1;0;1;0;2;80;1;4;
313184382;36463324;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 25.3%;7.30;50.3;0.0;25.3;0.00;2217;2217;1;0;1;0;0;2;0;1;
313183453;35510132;🟢 зелёный;+10%;ДРР профиля 0.8% при потолке 7.5%;8.80;32.5;0.8;7.5;17.60;2143;2143;1;0;1;0;2;16;2;2;
313188526;35512317;🟢 зелёный;+10%;ДРР профиля 0.7% при потолке 3.6%;7.30;28.6;0.7;3.6;14.60;2050;2050;1;0;1;0;1;40;2;16;
313193668;35495292;🟢 зелёный;+10%;ДРР профиля 0.7% при потолке 27.7%;12.80;52.7;0.7;27.7;12.80;1908;0;1;1;0;0;3;38;1;11;
313190488;36462624;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 2.6%;7.30;27.6;0.0;2.6;0.00;1838;1838;1;0;1;0;0;29;0;5;
497146391;35510132;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 8.8%;7.30;33.8;0.0;8.8;0.00;1663;1663;1;0;1;0;2;8;0;4;
313191023;36463324;🟢 зелёный;+10%;ДРР профиля 0.5% при потолке 4.4%;7.30;29.4;0.5;4.4;7.30;1593;1593;1;0;1;0;0;26;1;10;
313183285;35514220;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 9.3%;7.30;34.3;0.0;9.3;0.00;1459;1459;1;0;1;0;1;3;0;2;
880196706;35504156;🟢 зелёный;+10%;ДРР профиля 1.0% при потолке 3.7%;7.30;28.7;1.0;3.7;14.60;1430;0;1;1;0;0;1;8;2;2;
867076866;35508061;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 2.4%;7.30;27.4;0.0;2.4;0.00;1291;1291;1;0;1;0;0;19;0;6;
313190637;36459468;🟢 зелёный;+10%;ДРР профиля 5.0% при потолке 5.0%;9.70;30.0;5.0;5.0;58.20;1164;1164;1;0;1;0;2;63;6;9;
323155388;36459075;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 19.5%;7.30;44.5;0.0;19.5;0.00;850;850;1;0;1;0;1;4;0;1;
437416579;36460888;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 19.5%;7.30;44.5;0.0;19.5;0.00;850;850;1;0;1;0;1;3;0;1;
807385889;35508987;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 17.2%;7.30;42.2;0.0;17.2;0.00;780;780;1;0;1;0;1;27;0;1;
497231985;35508987;🟢 зелёный;+10%;ДРР профиля 0.0% при потолке 19.8%;7.30;44.8;0.0;19.8;0.00;716;716;1;0;1;0;1;10;0;3;
323092572;36460596;🟢 зелёный;+10%;ДРР профиля 1.3% при потолке 12.3%;8.80;37.3;1.3;12.3;8.80;672;672;1;0;1;1;0;19;1;4;
862504599;35509256;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;15.9;0.0;0.0;0.00;4572;4572;2;0;2;1;2;8;0;5;
324979651;35500249;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;18.3;0.0;0.0;0.00;3408;3408;1;0;1;0;1;3;0;1;
323215017;35513491;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.1;0.0;0.0;0.00;3332;3332;1;0;1;0;1;5;0;1;
323118634;35513491;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.9;0.0;0.0;0.00;2031;2031;1;0;1;0;1;5;0;5;
926537394;35497479;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.9;0.0;0.0;0.00;1995;1995;1;0;1;0;2;4;0;3;
313191032;35514926;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;17.7;0.0;0.0;0.00;1925;1925;1;0;1;0;1;1;0;2;
915925231;35498671;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.1;0.0;0.0;0.00;1359;1359;1;0;1;0;1;15;0;1;
313193264;36459468;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;29.7;;4.7;0.00;0;0;0;0;0;0;0;4;0;0;
313214154;35510132;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;44.6;;19.6;0.00;0;0;0;0;0;0;0;46;0;1;
1002672384;36462835;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.1;;0.0;0.00;0;0;0;0;0;0;0;4;0;1;
323305914;36459301;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;15.4;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
323169590;36459301;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.4;;12.4;0.00;0;0;0;0;0;0;0;1;0;0;
863382429;35508624;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
323169235;35513491;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;51.1;;26.1;0.00;0;0;0;0;0;0;0;1;0;0;
881915655;35501028;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
865714567;35508061;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;15.5;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
868922045;35500638;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;13;0;0;
381074837;35511919;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;26.4;;1.4;0.00;0;0;0;0;0;0;0;1;0;0;
574519885;35503784;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.8;;0.0;0.00;0;0;0;0;0;0;0;35;0;0;
880189575;35504156;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
869372956;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.7;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
887255949;35500638;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.4;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
913064583;35498926;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.0;;12.0;0.00;0;0;0;0;0;0;0;4;0;0;
865122044;35508404;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;20.9;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
883431431;35502978;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;31.0;;6.0;0.00;0;0;0;0;0;0;0;2;0;0;
313184181;35588483;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;20.1;;0.0;0.00;0;0;0;0;0;0;0;20;0;0;
923514727;35497681;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.9;;9.9;0.00;0;0;0;0;0;0;0;4;0;0;
865092229;35508624;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.4;;15.4;0.00;0;0;0;0;0;0;0;2;0;0;
860417571;35505545;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;20.5;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
323108369;36460596;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.9;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
323107639;36460596;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.6;;9.6;0.00;0;0;0;0;0;0;0;11;0;0;
873354701;36458352;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.6;;0.6;0.00;0;0;0;0;0;0;0;1;0;0;
323338656;35499196;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.9;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
871736326;35506296;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.0;;12.0;0.00;0;0;0;0;0;0;0;9;0;0;
887221600;35501509;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.6;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
869364330;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.6;;3.6;0.00;0;0;0;0;0;0;0;3;0;0;
881916322;35501028;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
912921263;35499393;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
872360505;35505545;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.6;;9.6;0.00;0;0;0;0;0;0;0;3;0;0;
886508422;35501886;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.6;;0.6;0.00;0;0;0;0;0;0;0;3;0;0;
323285511;35513491;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.7;;0.7;0.00;0;0;0;0;0;0;0;1;0;0;
865069115;35504537;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.9;;9.9;0.00;0;0;0;0;0;0;0;17;0;0;
877453357;35504951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.2;;11.2;0.00;0;0;0;0;0;0;0;1;0;0;
887384716;35501509;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;8.00;26.2;;1.2;40.00;0;0;0;0;0;0;1;118;5;4;
313191133;36459301;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;19.6;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
313191884;35513180;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;35.5;;10.5;0.00;0;0;0;0;0;0;0;1;0;0;
865084016;35508404;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.5;;15.5;0.00;0;0;0;0;0;0;0;2;0;0;
862576778;35508987;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.5;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
865042515;35500249;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;19.7;;0.0;0.00;0;0;0;0;0;0;0;6;0;0;
868900216;35501262;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.9;;3.9;0.00;0;0;0;0;0;0;0;2;0;0;
887143998;35501683;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.1;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
887718392;35501509;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;42.0;;17.0;0.00;0;0;0;0;0;0;0;7;0;0;
872451975;35505900;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.6;;3.6;0.00;0;0;0;0;0;0;0;1;0;1;
608526572;35510132;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.7;;0.7;0.00;0;0;0;0;0;0;0;3;0;0;
863526636;35508624;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.8;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
865324038;35500249;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.9;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
865203793;35500638;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;29.6;;4.6;0.00;0;0;0;0;0;0;0;3;0;0;
862480011;35509256;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.9;;11.9;0.00;0;0;0;0;0;0;0;12;0;1;
323108758;35505545;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.1;;0.1;0.00;0;0;0;0;0;0;0;2;0;0;
871104441;35507256;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
887127557;35497916;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.3;;12.3;0.00;0;0;0;0;0;0;0;2;0;0;
323174375;35514511;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;31.2;;6.2;0.00;0;0;0;0;0;0;0;1;0;0;
434721008;36460888;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;31.3;;6.3;0.00;0;0;0;0;0;0;0;7;0;0;
323291655;35513872;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.2;;11.2;0.00;0;0;0;0;0;0;0;1;0;0;
869288156;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
858266749;35501262;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.6;;0.0;0.00;0;0;0;0;0;0;0;18;0;0;
323221803;35500249;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;35.3;;10.3;0.00;0;0;0;0;0;0;0;1;0;0;
324989535;35508987;🟡 жёлтый;держим;в KPI, заказов нет — наблюдаем;7.80;44.1;;19.1;7.80;0;0;0;0;0;0;1;24;1;4;
323107657;36463324;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.6;;9.6;0.00;0;0;0;0;0;0;0;2;0;0;
872403799;35505900;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.0;;15.0;0.00;0;0;0;0;0;0;0;1;0;0;
871681269;35505238;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.8;;0.8;0.00;0;0;0;0;0;0;0;2;0;0;
882840016;35501028;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;17.4;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
313184530;35510132;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;39.3;;14.3;0.00;0;0;0;0;0;0;0;6;0;0;
869362289;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;27.3;;2.3;0.00;0;0;0;0;0;0;0;8;0;0;
323225323;35499306;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.8;;9.8;0.00;0;0;0;0;0;0;0;6;0;0;
323292174;36463324;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.3;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
883430024;35502978;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;31.0;;6.0;0.00;0;0;0;0;0;0;0;2;0;0;
323270212;36459468;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;20.5;;0.0;0.00;0;0;0;0;0;0;0;37;0;0;
432727455;35511919;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.9;;3.9;0.00;0;0;0;0;0;0;0;1;0;0;
323242621;35513491;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.2;;11.2;0.00;0;0;0;0;0;0;0;3;0;0;
885319570;35502200;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;18.6;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
323155190;35498462;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.7;;11.7;0.00;0;0;0;0;0;0;0;3;0;0;
324994928;35512317;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.6;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
884697580;35502769;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;33.5;;8.5;0.00;0;0;0;0;0;0;0;2;0;0;
878777570;35504537;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;19.8;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
313195349;36463324;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.0;;15.0;0.00;0;0;0;0;0;0;0;4;0;0;
323339748;35512642;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;42.7;;17.7;0.00;0;0;0;0;0;0;0;3;0;0;
323330670;35512936;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.1;;9.1;0.00;0;0;0;0;0;0;0;7;0;0;
880308204;35504156;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;35.2;;10.2;0.00;0;0;0;0;0;0;0;1;0;0;
923518505;35497681;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.9;;9.9;0.00;0;0;0;0;0;0;0;6;0;0;
323267441;35509833;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;19.3;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
874405642;35505545;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;18.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
872324990;35506296;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;38.4;;13.4;0.00;0;0;0;0;0;0;0;3;0;0;
313184341;36459075;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;41.7;;16.7;0.00;0;0;0;0;0;0;0;19;0;1;
874775922;35505238;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
882823220;35503414;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;45.5;;20.5;0.00;0;0;0;0;0;0;0;1;0;0;
913008043;35498462;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;27.6;;2.6;0.00;0;0;0;0;0;0;0;8;0;0;
923519481;35497681;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.9;;9.9;0.00;0;0;0;0;0;0;0;3;0;0;
324985532;35514511;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;30.5;;5.5;0.00;0;0;0;0;0;0;0;7;0;0;
862470021;35509256;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.0;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
912946720;35499393;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.8;;0.8;0.00;0;0;0;0;0;0;0;1;0;0;
877861231;35504951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;38.7;;13.7;0.00;0;0;0;0;0;0;0;1;0;0;
313214801;35512317;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;15.8;;0.0;0.00;0;0;0;0;0;0;0;7;0;2;
923514857;35497681;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.9;;9.9;0.00;0;0;0;0;0;0;0;2;0;0;
323362656;35498462;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;39.7;;14.7;0.00;0;0;0;0;0;0;0;2;0;0;
884177753;35502769;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.6;;3.6;0.00;0;0;0;0;0;0;0;18;0;0;
501677752;35498926;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;22.1;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
324985558;35508987;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.4;;15.4;0.00;0;0;0;0;0;0;0;13;0;0;
886570255;35501886;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;43.1;;18.1;0.00;0;0;0;0;0;0;0;5;0;0;
886289964;36458352;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;17.7;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
913006862;35498621;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;27.6;;2.6;0.00;0;0;0;0;0;0;0;11;0;0;
884651284;35502769;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;33.5;;8.5;0.00;0;0;0;0;0;0;0;1;0;0;
323121336;35514926;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.9;;3.9;0.00;0;0;0;0;0;0;0;1;0;0;
871026209;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.4;;0.4;0.00;0;0;0;0;0;0;0;10;0;0;
867140250;35508061;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.9;;0.9;0.00;0;0;0;0;0;0;0;1;0;0;
872367178;35506296;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;52.0;;27.0;0.00;0;0;0;0;0;0;0;6;0;0;
884655706;35502769;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;33.5;;8.5;0.00;0;0;0;0;0;0;0;4;0;0;
880266022;35504156;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.8;;11.8;0.00;0;0;0;0;0;0;0;1;0;0;
886429122;35501886;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.2;;3.2;0.00;0;0;0;0;0;0;0;1;0;0;
863400307;35508624;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.6;;0.6;0.00;0;0;0;0;0;0;0;1;0;0;
871750793;35506296;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;39.6;;14.6;0.00;0;0;0;0;0;0;0;1;0;0;
528768667;35509833;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;28.7;;3.7;0.00;0;0;0;0;0;0;0;6;0;0;
880360703;35503784;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;18.1;;0.0;0.00;0;0;0;0;0;0;0;10;0;0;
872426763;36458352;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;40.0;;15.0;0.00;0;0;0;0;0;0;0;3;0;0;
878607710;35504951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;38.4;;13.4;0.00;0;0;0;0;0;0;0;2;0;0;
497150558;35502978;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;37.9;;12.9;0.00;0;0;0;0;0;0;0;2;0;2;
885314110;35502200;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;19.0;;0.0;0.00;0;0;0;0;0;0;0;4;0;0;
323202916;36459894;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;36.2;;11.2;0.00;0;0;0;0;0;0;0;1;0;0;
323295593;35514926;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;20.9;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
887120588;35501683;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;34.2;;9.2;0.00;0;0;0;0;0;0;0;6;0;0;
881882162;35503414;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;21.6;;0.0;0.00;0;0;0;0;0;0;0;9;0;0;
878139928;35504951;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;26.3;;1.3;0.00;0;0;0;0;0;0;0;2;0;0;
313215370;36459075;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;16.4;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
859987050;35509529;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.6;;0.0;0.00;0;0;0;0;0;0;0;3;0;0;
871092841;35507256;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;24.2;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
871147562;35507605;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.0;;0.0;0.00;0;0;0;0;0;0;0;2;0;0;
881937899;35500111;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;23.3;;0.0;0.00;0;0;0;0;0;0;0;1;0;0;
873360921;35505545;🟡 жёлтый;держим;ставка не тратится: показы есть, кликов нет;7.30;25.6;;0.6;0.00;0;0;0;0;0;0;0;1;0;0;
