sku,offer_id,name,card_dims,card_vol,real_vol,delta_l,suppliers,qty90,revenue90,stock,loss90
653449270,2135,"Картридж TK-5240BK для принтеров Kyocera Ecosys M5526cdn, P5026cdn чер",370x200x150,11.1,2.676,8.424,cactus;rapid;sakura;изи,18,37778,0,1107
930641678,2638,"Картридж TN-324BK для принтеров Konica Minolta и Bizhub C258, Bizhub C",200x370x150,11.1,5.335,5.765,cactus;rapid;sakura;изи,19,71827,0,800
1659417880,5530,"Картридж W1510X для принтеров HP LaserJet Pro 4003dn, LJ Pro 4103fdn ч",227x363x104,8.57,6.253,2.317,cactus;rapid;sakura;изи,43,134203,0,727
863418468,4296,"Картриджи W2030X-W2033X для принтеров HP Color LaserJet M454dn, LJ Pro",726x246x230,41.077,9.52,31.557,cactus,3,42206,0,691
653317633,3669,Картридж 106R03765 для принтеров Xerox VersaLink C7000 черный,370x200x150,11.1,4.964,6.136,cactus;изи,15,57871,0,672
906875600,1320,"Картридж 45807111/45807121 для принтеров OKI B412, B412dn, Data B432, ",200x370x150,11.1,2.008,9.092,sakura;изи,10,36591,0,664
1153758352,2439,"Картридж C-EXV49Bk для принтеров Canon iR Advance C3320, iR Advance C3",200x370x150,11.1,4.964,6.136,cactus;rapid;sakura;изи,11,49637,0,493
873313231,3441,"Картридж T9651 для принтеров Epson WorkForce Pro M5298, WF Pro M5299 ч",330x330x530,57.717,1.57,56.147,cactus;rapid,1,3910,0,410
653317971,3670,Картридж 106R03768 для принтеров Xerox VersaLink C7000 голубой,370x200x150,11.1,4.757,6.343,cactus;изи,8,29917,0,370
1719205601,3258,"Тонер TN-420X для принтеров M6700D, M6800FDW, M7100DN, M7200FD, M7300F",99x316x164,5.131,2.89,2.241,sakura,22,39962,0,360
653317629,3671,Картридж 106R03767 для принтеров Xerox VersaLink C7000 пурпурный,370x200x150,11.1,4.964,6.136,cactus;изи,8,33352,0,358
652453602,1377,"Картридж CF218A для принтеров HP LaserJet Pro M104w, LJ M133, LJ M132f",370x200x150,11.1,4.5,6.6,cactus;rapid;sakura;изи,7,12012,1,337
904473501,1318,"Картридж 45807102 для принтеров OKI B412, Data B432, B512, MB472, MB49",200x370x150,11.1,2.008,9.092,sakura;изи,5,12699,0,332
653317967,3672,Картридж 106R03766 для принтеров Xerox VersaLink C7000 желтый,370x200x150,11.1,4.964,6.136,cactus;изи,7,29874,0,314
866443839,2152,"Картридж CF540A для принтеров HP LaserJet Pro Color M254dw, LJ Pro Col",200x370x150,11.1,3.95,7.15,cactus;rapid;sakura,6,15518,0,313
930612458,0516,"Картридж 44574906 для принтеров OKI B431, MB461dn, MB471dnw черный",200x370x150,11.1,2.657,8.443,rapid,5,12567,0,308
1277712843,5309,"Тонер TN-420H для принтеров M6700D, M6800FDW, M7100DN, M7200FD, M7300F",211x74x84,1.312,0.98,0.332,sakura,120,203425,0,291
652558295,2293,"Картридж CF530A для принтеров HP Color LJ Pro M154 a, LJ Pro M180n чер",370x200x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,6,16107,1,265
864225186,1042,"Картридж MLT-D111S для принтеров Samsung Xpress SL-M2070W, Xpress M207",200x370x150,11.1,4.48,6.62,cactus;sakura;изи,5,10390,1,242
930617286,2371,"Картридж MP-2014H для принтеров Ricoh Aficio MP-2014D, IM 2701, IM-270",200x370x150,11.1,3.044,8.056,cactus;rapid;изи,4,9322,0,235
870872386,2343,"Картридж 106R03488 для принтеров Xerox Phaser 6510, WC 6515 черный",200x370x150,11.1,1.01,10.09,cactus;rapid;sakura;изи,3,6297,0,221
651915925,0232,Картридж KX-FAT92A для принтеров Panasonic KXMB263 KXMB271 KXMB281 KXM,348x163x126,7.147,2.884,4.263,cactus;rapid;sakura;изи,7,3309,0,218
874373710,4481,"Картридж CTL-1100XK для Pantum CM1100DW, CM1100DN",404x129x130,6.775,4.64,2.135,cactus;rapid;изи,13,54678,0,203
653324138,0792,"Картридж CLT-K406S для принтеров Samsung CLX-3305FW, CLP-360, CLP 362,",370x200x150,11.1,6.588,4.512,cactus;rapid;sakura;изи,6,11951,0,198
3557211128,6809,"Картридж 055H BK для принтеров HP Color LaserJet M454dn, LJ Pro M454dw",150x200x370,11.1,5.78,5.32,rapid;sakura,5,20113,0,194
1893948328,5841,"Картридж ME-300 для принтеров Epson FX-80, FX 800, FX870, LX-300, LX-8",98x144x346,4.883,0.689,4.194,изи,6,4499,0,184
653504318,2633,"Картридж TN-221K для принтеров Konica Minolta Bizhub C227, Bizhub C287",370x200x150,11.1,4.964,6.136,cactus;sakura;изи,4,16487,3,179
1156701906,2959,"Фотобарабан C-EXV32 DU для принтеров Canon ImageRunner 2520, iR-2525, ",200x370x150,11.1,3.15,7.95,rapid;sakura,3,28833,0,174
906877301,2760,"Картридж TK-8335K для принтеров Kyocera TASKalfa 3252ci, TASKalfa 3253",200x370x150,11.1,5.197,5.903,cactus;rapid;sakura,4,19656,1,172
864225853,1288,"Картридж C-EXV32 для принтеров Canon ImageRunner 2786, iR2535, iR2545 ",200x370x150,11.1,5.397,5.703,rapid;sakura,4,13364,0,167
1769491634,5773,"Картридж 070 для принтеров Canon i-SENSYS MF461dw, LBP243dw, LBP246dw,",120x220x370,9.768,6.0,3.768,cactus;sakura;изи,6,18923,0,165
653348091,3264,"Картридж TL-420X для Pantum M6700DW, M6800FDW, M7100DN, M7200FD, M7300",370x200x150,11.1,6.8,4.3,cactus;rapid;sakura;изи,5,11780,0,157
652454458,0976,"Картридж 971XLC для принтеров HP Officejet Pro X451dw, Officejet Pro X",370x200x150,11.1,0.416,10.684,cactus;rapid;изи,2,2389,0,156
930621328,0871,"Картридж TK-590K для принтеров Kyocera EcoSys M6026cdn, M6526cdn, FS-C",200x370x150,11.1,6.825,4.275,cactus;rapid;sakura,5,15636,0,156
866443645,5369,"Картридж TK-1170 для принтеров Kyocera EcoSys M2040dn, M2540dn, M2640i",200x370x150,11.1,3.96,7.14,cactus;rapid;sakura;изи,3,6390,0,156
930620562,2227,"Фотобарабан CF234A для принтеров HP LaserJet Ultra M106, LJ Ultra MFP ",200x370x150,11.1,6.818,4.282,cactus;rapid;sakura;изи,5,21175,0,156
653076890,3431,"Картридж TN-217BK для принтеров Brother DCP-L3550CDW, HL-L3230CDW, hl-",350x163x120,6.846,4.5,2.346,cactus;rapid;sakura;изи,9,17800,0,154
930640232,2641,"Картридж TN-324Y для принтеров Konica Minolta и Bizhub C258, Bizhub C3",200x370x150,11.1,6.0,5.1,cactus;rapid;sakura;изи,4,18907,0,149
930622151,1835,"Картридж SP3500XE для Ricoh Aficio SP3500SF, SP3510DN, SP3510SF, SP350",200x370x150,11.1,6.077,5.023,cactus;rapid;sakura,4,10966,0,147
653454403,2400,"Картридж TK-5270BK для принтеров Kyocera и EcoSys M6230cidn, M6630cidn",370x200x150,11.1,6.174,4.926,cactus;rapid;sakura;изи,4,16071,0,144
1510949677,5384,"Картридж 055H BK для принтеров Canon i-SENSYS MF 741, MF 743 черный",200x370x150,11.1,4.702,6.398,cactus;sakura;изи,3,11964,0,140
930613714,2294,"Картридж 045H BK для принтеров Canon и i-SENSYS LBP611, LBP613, MF631c",200x370x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,3,8121,0,132
874374322,4417,"Чернила GI-43 для принтеров Canon Pixma G540, Pixma G640",300x300x205,18.45,1.544,16.906,cactus,1,2220,0,123
3460907146,01102,Картридж для Samsung ML-1641,345x120x170,7.038,2.821,4.217,cactus;rapid;sakura,4,11628,0,123
930617062,0783,"Картридж CF350A для принтеров HP и Color LJ Pro M176n, LJ Pro M177fw ч",200x370x150,11.1,2.753,8.347,cactus;sakura;изи,2,3350,0,122
864225289,0994,"Картридж 44469715 для принтеров OKI C310dn, c310n, c330, C330dn, C331,",200x370x150,11.1,2.753,8.347,cactus;sakura,2,4438,0,122
866443918,2146,"Картридж SP4500HE для принтеров Ricoh SP 4510DN, SP 4510SF черный",200x370x150,11.1,8.325,2.775,cactus;rapid;sakura,6,14798,0,122
873312859,3199,"Картридж SP-3710X для принтеров Ricoh Aficio SP-3710SF, 3710DN",200x370x150,11.1,5.7,5.4,sakura;изи,3,9877,0,118
3350326076,2411,"Картридж TK-8115BK для принтеров Kyocera Ecosys M8124cidn, M8130cidn ч",370x200x150,11.1,8.82,2.28,cactus;rapid;sakura;изи,7,25793,0,117
1153912581,3909,"Картридж W2030A для принтеров HP Color LaserJet M454dn, LJ Pro M454dw,",370x150x120,6.66,5.78,0.88,cactus;rapid;sakura,18,55628,0,116
930641567,0833,"Фотобарабан C-EXV18 DU для принтеров Canon IR-1018, iR 1020, iR1022A, ",200x370x150,11.1,3.191,7.909,изи,2,16346,0,115
2334951385,6250,"Картридж W2220A для принтеров HP Color LaserJet Pro 3203, LJ Pro 3288 ",160x180x380,10.944,3.3,7.644,rapid;sakura,2,24959,0,112
653450938,2365,"Картридж TK-1200 для принтеров Kyocera EcoSys M2235dn, M2735dn, M2835d",370x200x150,11.1,3.643,7.457,cactus;rapid;sakura;изи,2,3326,0,109
873314121,3614,"Картридж CF289A для принтеров HP LaserJet M507, LJ M528 черный",200x370x150,11.1,7.4,3.7,rapid,4,8032,0,108
864225626,1081,"Картридж 006R01520 для принтеров Xerox и WorkCentre 7525, WC 7535, WC ",200x370x150,11.1,7.428,3.672,cactus;rapid;sakura;изи,4,14718,0,107
864225664,1080,"Картридж 006R01519 для принтеров Xerox и WorkCentre 7525, WC 7535, WC ",200x370x150,11.1,7.428,3.672,cactus;rapid;sakura;изи,4,14189,0,107
866442872,1381,"Картридж 731C для принтеров Canon i-SENSYS LBP-7100Cn, LBP 7110, MF623",200x370x150,11.1,3.997,7.103,cactus;sakura,2,5264,0,104
1769170436,5731,"Фотобарабан DK-3180 для принтеров Kyocera EcoSys M3145idn, M3645idn че",346x412x205,29.223,14.91,14.313,изи,1,29394,0,104
653450900,2414,"Картридж TK-8115Y для принтеров Kyocera и Ecosys M8124cidn, M8130cidn ",370x200x150,11.1,8.82,2.28,cactus;rapid;sakura;изи,6,19909,0,100
653392045,0682,"Картридж 1230D для принтеров Ricoh Aficio MP2000, 2015, 2016, 2020, MP",370x200x150,11.1,4.486,6.614,cactus;rapid;sakura;изи,2,3386,0,97
1261574043,5249,"Картридж TK-1200XL для принтеров Kyocera EcoSys M2235, M2735dn, M2835,",370x120x150,6.66,3.384,3.276,изи,4,13624,0,96
1586847014,5499,"Картридж 842454 для принтеров Ricoh IM C2500, IM-C2000 черный",370x150x200,11.1,4.62,6.48,cactus,2,8266,0,95
930619246,2037,"Картридж TN-512K для принтеров Konica Minolta Bizhub C454, Bizhub C554",200x370x150,11.1,4.757,6.343,cactus,2,8438,0,93
930621124,2405,"Картридж TK-5280BK для принтеров Kyocera Ecosys M6235cidn, M6635cidn ч",200x370x150,11.1,6.881,4.219,cactus;rapid;sakura;изи,3,11283,0,92
930608914,2979,"Картридж 106R03745BK для принтеров Xerox VersaLink C7025, VersaLink C7",200x370x150,11.1,4.964,6.136,cactus;rapid;sakura;изи,2,7573,0,90
1153797054,2886,"Картридж C-EXV49Y для принтеров Canon iR Advance C3320, iR Advance C33",200x370x150,11.1,4.964,6.136,cactus;rapid;sakura;изи,2,10112,0,90
870872628,2426,Картридж MPC2503K для принтеров Ricoh Aficio MPC2003 черный,200x370x150,11.1,5.105,5.995,cactus;rapid;sakura;изи,2,7508,0,88
930635216,2360,"Картридж CF410X для принтеров HP LJ Color Pro M452nw, M377dw, M452dn, ",200x370x150,11.1,5.171,5.929,cactus;rapid;sakura;изи,2,7022,0,87
652488017,3227,"Картридж W2033X для принтеров HP Color LaserJet M454dn, LJ Pro M454dw,",370x200x150,11.1,5.184,5.916,rapid;изи,2,7679,0,86
652468931,3226,"Картридж W2032X для принтеров HP Color LaserJet M454dn, LJ Pro M454dw,",370x200x150,11.1,5.184,5.916,rapid;изи,2,7657,0,86
4451994028,02772,Картридж для Samsung ML-2950,360x215x115,8.901,4.964,3.937,cactus;rapid;sakura,3,9389,0,86
930615757,3063,Картридж TK-5290Y для принтеров Kyocera и Ecosys P7240cdn желтый,200x370x150,11.1,5.376,5.724,cactus;sakura,2,1938,0,84
930616272,3061,Картридж TK-5290C для принтеров Kyocera и Ecosys P7240cdn голубой,200x370x150,11.1,5.376,5.724,cactus;sakura,2,1938,0,84
930633061,3062,Картридж TK-5290M для принтеров Kyocera и Ecosys P7240cdn пурпурный,200x370x150,11.1,5.376,5.724,cactus;sakura,2,1938,0,84
1339737079,5344,Картридж SCX-4100 для принтеров Samsung и SCX-4100 черный,360x215x115,8.901,6.588,2.313,cactus;rapid;sakura,5,15345,1,84
1719304223,5698,"Картридж 070H для принтеров LBP243dw, LBP246dw, MF461dw, MF465dw, MF46",318x201x106,6.775,5.53,1.245,cactus;rapid;sakura;изи,9,33862,0,82
930617704,2427,Картридж MPC2503C для принтеров Ricoh Aficio MPC2003 голубой,200x370x150,11.1,5.6,5.5,cactus;rapid;sakura;изи,2,8298,0,80
873320626,3770,"Картриджи W2070X-W2073X для принтеров HP Color Laser 150a, HP Color La",150x370x370,20.535,9.52,11.015,cactus,1,7008,0,80
652454466,0977,"Картридж №971XLM для принтеров HP Officejet Pro X451dw, Officejet Pro ",370x200x150,11.1,0.416,10.684,cactus;rapid;изи,1,1018,0,78
904472248,0791,"Картридж 106R02181 для принтеров Xerox Phaser 3010, Phaser 3040, WC304",200x370x150,11.1,0.442,10.658,cactus;sakura,1,1318,0,78
4463323479,04355,Картридж для Canon iR-3225Ne,200x370x150,11.1,0.408,10.692,cactus;изи,1,3698,0,78
930613268,0663,Картридж 106R01481 для принтеров Xerox Phaser 6140 голубой,200x370x150,11.1,0.585,10.515,cactus,1,2132,0,77
652454564,0052,"Картридж CB540A для принтеров HP и Color LaserJet CM1300, LJ-CM1312, L",360x196x145,10.231,5.056,5.175,cactus;sakura;изи,2,6323,0,76
1261569077,4893,"Картридж W1500A для HP LJ M111, LJ M141 черный",375x150x160,9.0,3.84,5.16,cactus;sakura;изи,2,4923,0,75
653346972,2344,"Картридж 106R03693 для принтеров Xerox Phaser 6510, WC 6515 голубой",370x200x150,11.1,0.98,10.12,cactus;sakura;изи,1,2052,0,74
3421455625,0790,"Картридж 106r01631 для принтеров Xerox Phaser 6000, Phaser 6010, WC601",370x200x150,11.1,1.166,9.934,cactus;rapid;sakura;изи,1,1693,0,73
4451982920,02201,Картридж для Canon i-SENSYS LBP-6200d,360x145x196,10.231,0.28,9.951,cactus,1,2637,0,73
653390114,1323,"Картридж KX-FAT472A7 для принтеров Panasonic KX-MB2110, KX-MB2117, KX ",370x200x150,11.1,1.344,9.756,rapid;sakura;изи,1,2257,0,71
906875591,1425,"Картридж 45807120 для принтеров OKI B412, Data B432, B432dn, B512, Kra",200x370x150,11.1,2.261,8.839,cactus;rapid,1,2448,0,65
930640391,0714,"Картридж 718 BK для принтеров Canon i-SENSYS MF8580Cdw, LBP7200Cdn, LB",200x370x150,11.1,6.732,4.368,cactus,2,7018,0,64
1153810360,3144,Картридж 106R02606 для принтеров Xerox Phaser 7100 голубой,200x370x150,11.1,2.394,8.706,cactus;sakura,1,3175,0,64
653396827,1429,"Картридж MP301E для принтеров Ricoh Aficio MP 301SP, MP 301SPF черный",370x200x150,11.1,2.529,8.571,cactus;rapid;sakura;изи,1,1629,0,63
653449252,2138,"Картридж TK-5240Y для принтеров Kyocera Ecosys M5526cdn, P5026cdn желт",370x200x150,11.1,2.529,8.571,cactus;rapid;sakura;изи,1,2092,0,63
1153406415,1109,Картридж 106R02609 для принтеров Xerox Phaser 7100 голубой,200x370x150,11.1,2.657,8.443,rapid;sakura,1,5341,0,62
652454549,0740,"Картридж Q6000A для принтеров HP Color LaserJet 1600, LJ 2600, LJ-2605",580x200x130,15.08,6.684,8.396,cactus;rapid;sakura;изи,1,3944,0,61
1153395894,0832,"Фотобарабан C-EXV14 DU для принтеров Canon iR 2318L, iR 2320 черный",200x370x150,11.1,2.778,8.322,изи,1,8400,0,61
864225326,0997,"Картридж 44469810 для принтеров OKI C510, C510dn, C511, C530dn, C531, ",200x370x150,11.1,6.91,4.19,cactus;sakura,2,8072,0,61
864225048,0980,"Картридж 44992404 для принтеров OKI MB451w, B401, MB441",200x370x150,11.1,2.857,8.243,rapid;sakura,1,1538,0,60
930617502,2356,"Картридж CF231A для принтеров HP LaserJet M206dn Ultra, LJ M230fdw Ult",200x370x150,11.1,7.02,4.08,cactus;rapid;sakura;изи,2,4620,0,60
1716069692,5287,Картридж T1A для принтеров Deli и M2500AD черный,350x200x200,14.0,5.89,8.11,cactus,1,3263,0,59
3557209872,6419,"Фотобарабан DR-1071H для принтеров Avision AM40, AP40 черный",230x330x110,8.349,5.67,2.679,изи,3,12259,0,59
863392948,0086,"Картридж 725X для принтеров Canon i-SENSYS F-158200, LBP6000, LBP6020,",360x145x196,10.231,8.316,1.915,cactus;rapid,4,9164,0,56
2262639321,6251,"Картридж W2221A для принтеров HP Color LaserJet Pro 3203, LJ Pro 3288 ",160x180x380,10.944,3.3,7.644,rapid;sakura,1,9862,0,56
2262640363,6252,"Картридж W2222A для принтеров HP Color LaserJet Pro 3203, LJ Pro 3288 ",160x180x380,10.944,3.3,7.644,rapid;sakura,1,9862,0,56
2262641011,6253,"Картридж W2223A для принтеров HP Color LaserJet Pro 3203, LJ Pro 3288 ",160x180x380,10.944,3.3,7.644,rapid;sakura,1,9862,0,56
4451994911,02773,Картридж для Samsung ML-2950ND,360x215x115,8.901,5.068,3.833,cactus;rapid;sakura,2,6300,0,56
652453776,3224,"Картридж W2030X для принтеров HP Color LaserJet M454dn, LJ Pro M454dw,",370x200x150,11.1,3.6,7.5,rapid,1,4124,0,55
652453608,2153,"Картридж CF541A для принтеров HP LaserJet Pro Color M254dw, LJ Pro Col",370x200x150,11.1,3.666,7.434,cactus;rapid;sakura,1,3406,0,54
930615411,0830,"Картридж C-EXV33 для принтеров Canon IR2520, IR2525 черный",200x370x150,11.1,3.762,7.338,cactus;rapid;sakura;изи,1,2865,0,54
866442700,1382,"Картридж 731M для принтеров Canon i-SENSYS LBP-7100Cn, LBP 7110, MF623",200x370x150,11.1,3.985,7.115,cactus;sakura,1,2866,0,52
930637736,3194,"Картридж 054HM для принтеров Canon i-SENSYS LBP-620, LBP 621, MF-640, ",200x370x150,11.1,4.045,7.055,cactus;rapid;sakura;изи,1,3126,2,52
930626356,3195,"Картридж 054H Y для принтеров Canon i-SENSYS LBP-620, LBP 621, MF-640,",200x370x150,11.1,4.045,7.055,cactus;rapid;sakura;изи,1,2507,2,52
653076881,3434,Картридж DS TN-217Y Brother желтый совместимый,350x163x120,6.846,4.5,2.346,cactus;rapid;sakura;изи,3,6383,0,51
653452954,2413,"Картридж TK-8115M для принтеров Kyocera и Ecosys M8124cidn, M8130cidn ",370x200x150,11.1,8.82,2.28,cactus;rapid;sakura;изи,3,9747,0,50
930607321,1212,"Картридж TK-895Y для принтеров Kyocera FS-C8020MFP, FS C8025MFP, FSC85",200x370x150,11.1,8.855,2.245,cactus;rapid;sakura;изи,3,8812,0,49
873314229,3636,"Картридж TK-5195C для принтеров Kyocera и TASKalfa 306, TASKalfa 307 г",200x370x150,11.1,4.399,6.701,sakura;изи,1,2981,0,49
3199375091,3741,"Чернила GT51-GT52 для принтеров HP DeskJet GT5810, DeskJetGT5820, Ink ",206x114x113,2.654,1.3,1.354,cactus,5,8965,0,49
3681683401,3015,"Картридж 51B5H00 для принтеров Lexmark MS417dn, MS517dn, MS617dn, MX41",370x200x150,11.1,7.752,3.348,cactus;rapid;sakura;изи,2,6770,0,49
863392466,3229,"Картридж W1106A для принтеров HP Laser 107A, Laser107R черный",200x370x150,11.1,4.545,6.555,rapid;изи,1,2164,0,48
873313903,3535,"Картридж TN-910C для принтеров Brother и HL-L9310, MFC-L9570 голубой",200x370x150,11.1,4.48,6.62,cactus;rapid,1,2742,0,48
904483574,3536,"Картридж TN-910M для принтеров Brother и HL-L9310, MFC-L9570 пурпурный",200x370x150,11.1,4.48,6.62,cactus;rapid,1,3156,0,48
873313091,3537,"Картридж TN-910Y для принтеров Brother и HL-L9310, MFC-L9570 желтый",200x370x150,11.1,4.48,6.62,cactus;rapid,1,3792,0,48
4450878845,00184,Картридж для Canon FC-228,348x160x120,6.682,0.139,6.543,cactus;rapid;изи,1,4755,0,48
4451922817,00872,Картридж для HP LaserJet Pro M1217,360x196x145,10.231,6.936,3.295,cactus;rapid;sakura,2,3902,0,48
1510949846,5385,"Картридж 055H C для принтеров Canon и i-SENSYS MF 741, MF 743 голубой",200x370x150,11.1,4.702,6.398,cactus;rapid;sakura;изи,1,3216,0,47
1510948990,5386,"Картридж 055H M для принтеров Canon и i-SENSYS MF 741, MF 743 пурпурны",200x370x150,11.1,4.702,6.398,cactus;rapid;sakura;изи,1,4026,0,47
652468921,2185,"Картридж 953XLM для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 773",80x100x150,1.2,0.15,1.05,cactus;rapid;изи,6,8932,0,46
652456884,2184,"Картридж 953XLC для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 773",80x100x150,1.2,0.15,1.05,cactus;rapid;изи,6,9019,0,46
1153219507,0676,Картридж 106R01446 для принтеров Xerox Phaser 7500 черный,200x370x150,11.1,4.757,6.343,cactus;sakura,1,4616,0,46
930617902,2039,"Картридж TN-512Y для принтеров Konica Minolta Bizhub C454, Bizhub C554",200x370x150,11.1,4.757,6.343,cactus,1,5764,0,46
930617855,3150,"Картридж TN-241M для принтеров Brother DCP-9020cdw, HL-3140cw, HL 3150",200x370x150,11.1,4.752,6.348,cactus;sakura,1,2124,0,46
873313122,3549,"Картридж TN-514K для принтеров Konica Minolta и Bizhub C458, Bizhub C5",200x370x150,11.1,4.757,6.343,cactus,1,4949,0,46
652550539,2183,"Картридж 953XLBK для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 77",80x100x150,1.2,0.324,0.876,cactus;rapid;изи,7,12456,0,45
870872445,2362,"Картридж CF412X для принтеров HP LJ Color Pro M377dw, M452dn, M452nw, ",200x370x150,11.1,4.961,6.139,cactus;rapid;sakura;изи,1,3628,0,45
1153798915,2884,"Картридж C-EXV49C для принтеров Canon iR Advance C3320, iR Advance C33",200x370x150,11.1,4.964,6.136,cactus;rapid;sakura;изи,1,5951,0,45
652454483,3232,"Картридж CF259A для принтеров HP LaserJet Pro M304, LJ Pro M404 черный",370x200x150,11.1,5.12,5.98,rapid;sakura;изи,1,2723,0,44
930625283,0724,"Картридж CF210X для принтеров HP LJ Pro Color M251n, LJ Pro Color M251",200x370x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,1,2827,0,44
930641745,0810,"Картридж CE412A для принтеров HP Color LaserJet Pro 300 M351a, M375nw,",200x370x150,11.1,5.056,6.044,cactus;sakura;изи,1,4162,0,44
930613391,0809,"Картридж CE411A для принтеров HP Color LaserJet Pro 300 M351a, M375nw,",200x370x150,11.1,5.056,6.044,cactus;sakura;изи,1,4162,0,44
870872436,2363,"Картридж CF413X для принтеров HP LJ Color Pro M377dw, M452dn, M452nw, ",200x370x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,1,3683,0,44
870872418,2361,"Картридж CF411X для принтеров HP LJ Color Pro M377dw, M452dn, M452nw, ",200x370x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,1,3905,0,44
906877550,3192,"Картридж 054HBK для принтеров Canon i-SENSYS LBP-620, LBP 621, MF-640,",200x370x150,11.1,5.056,6.044,cactus;rapid;sakura;изи,1,3098,2,44
652457973,3225,"Картридж W2031X для принтеров HP Color LaserJet M454dn, LJ Pro M454dw,",370x200x150,11.1,5.184,5.916,rapid;изи,1,3848,0,43
653317592,1367,"Картридж 106R02773 для Xerox WorkCentre 3025, Phaser 3020BI, Xerox Pha",370x200x150,11.1,5.171,5.929,cactus;rapid;sakura;изи,1,2641,0,43
930641048,0727,"Картридж CF213A для принтеров HP и LJ Pro Color M251n, LJ Pro Color M2",200x370x150,11.1,5.171,5.929,cactus;rapid;sakura;изи,1,3040,1,43
864225802,5370,"Картридж TN-118 для принтеров Konica Minolta BizhuB-215, Bizhub 164",200x370x150,11.1,5.155,5.945,sakura,1,2933,0,43
2129710172,6182,"Картридж 106R03487 для принтеров Xerox Phaser 6510, WC 6515 желтый",60x135x460,3.726,0.8,2.926,rapid,2,4213,0,43
3006447532,1847,"Фотобарабан 013R00657 DU для принтеров Xerox WorkCentre 7120, WC-7125,",159x560x171,15.226,9.295,5.931,cactus,1,14348,0,43
866442794,1341,"Картридж 006R01461 для принтеров Xerox WorkCentre 7120, WC-7125, WC 72",200x370x150,11.1,5.414,5.686,cactus;rapid;sakura,1,5933,0,42
873313759,3618,"Картридж 719 для принтеров Canon i-SENSYS LBP-251dw, LBP 252dw, MF-411",200x370x150,11.1,5.306,5.794,cactus;sakura,1,2242,0,42
900987382,2312,"Картридж 650 для принтеров HP Ink Advantage 2545 All-in-One, DJ 3545, ",80x100x150,1.2,0.503,0.697,cactus;rapid;изи,8,35189,0,41
863386008,5339,"Картридж Q7553A для принтеров HP LaserJet P2015D, LJ M2727nf, LJ P2010",348x126x163,7.147,5.28,1.867,cactus;rapid;sakura;изи,3,7614,0,41
652454626,0328,"Картридж 178XL для принтеров HP PhotoSmart B109c, DeskJet 3070A, Photo",106x76x45,0.363,0.158,0.205,rapid,27,21561,0,40
653325375,1327,"Картридж CLT-C404S для принтеров Samsung SL-C430, SL C430W, SLC480, SL",370x200x150,11.1,5.61,5.49,cactus;rapid;sakura;изи,1,2386,0,40
873320128,3751,"Картридж 46861323 для принтеров OKI C834, C844 голубой",150x370x120,6.66,4.02,2.64,rapid,2,16264,0,39
904484070,3908,"Картридж W2070A для принтеров HP Color Laser 150a, HP Color Laser 150n",200x370x150,11.1,5.76,5.34,cactus;rapid;sakura;изи,1,2247,0,39
652488021,2186,"Картридж 953XLY для принтеров HP OfficeJet Pro 7720, OfficeJet Pro 773",80x100x150,1.2,0.15,1.05,cactus;rapid;изи,5,7460,0,38
1153807024,3083,"Картридж 903XL для принтеров HP OfficeJet 6950, OfficeJet Pro 6960 чер",119x79x68,0.639,0.315,0.324,cactus;изи,16,23617,0,38
873314457,3261,"Картридж TL-420H для принтеров M6700D, M6800FDW, M7100DN, M7200FD, M73",200x370x150,11.1,5.94,5.16,cactus;rapid;sakura;изи,1,2040,0,38
930609264,0392,"Картридж Q3960A для принтеров HP и Color LaserJet 2550L, LJ 2820, LJ 2",200x370x150,11.1,6.057,5.043,rapid,1,5009,0,37
930624079,2408,"Картридж TK-5280Y для принтеров Kyocera Ecosys M6235cidn, M6635cidn же",200x370x150,11.1,6.006,5.094,cactus;rapid;sakura;изи,1,3423,0,37
1155650091,2640,"Картридж TN-324M для принтеров Konica Minolta и Bizhub C258, Bizhub C3",200x370x150,11.1,6.0,5.1,cactus;rapid;sakura;изи,1,5158,0,37
930630401,2639,"Картридж TN-324C для принтеров Konica Minolta и Bizhub C258, Bizhub C3",200x370x150,11.1,6.0,5.1,cactus;rapid;sakura;изи,1,4818,0,37
1999437759,5969,"Картридж TN-2510XL для принтеров Brother DCP-L2620DWR, DCP L2627DW, HL",322x139x100,4.476,3.843,0.633,sakura;изи,8,16518,1,37
3557210632,6806,"Картридж W1510A для принтеров HP LaserJet Pro 4003dn, LJ Pro 4103fdn ч",150x200x320,9.6,4.604,4.996,rapid;sakura,1,3578,0,36
653147881,1218,"Картридж LC529XLBK для принтеров Brother DCP-J100, DCP J105, MFC-J200 ",80x100x150,1.2,0.396,0.804,cactus;rapid;изи,6,5598,0,35
863393127,5353,"Картридж CB435A для HP LaserJet P1005, LJ P1006, LJ-P1007, LJ P1008, L",360x145x196,10.231,5.39,4.841,cactus;sakura;изи,1,1738,0,35
