nm_id;vendor_code;title;subject_id;revenue_since_0106;margin_pct;live_stock;from_sumrak
265276026;4650;Картриджи TK-8545 для Kyocera TASKalfa 4054ci;1820;23155;49.3;20;0
964648600;33595;Картридж для HP PageWide Pro 772dn;1820;20897;34.0;6;0
181115802;2393;Картридж KP-108in / RP-108 для Canon SELPHY CP1500, CP1300;1820;15794;36.0;2;0
209664104;3584;Картриджи PFI-107 для Canon iPF785, iPF785, iPF785;1820;14419;53.1;13;0
216352805;3383;Фотобарабан C-EXV42 DU для Canon iR-2202, iR-2204 черный;1820;11672;34.2;50;0
192567114;2305;Картриджи 046H для Canon LBP MF732Cdw, LBP MF732Cdw;1820;11423;19.2;12;0
192568842;2415;Картриджи TK-8115 для Kyocera M8124cidn, M8130cidn;1820;11422;41.1;50;0
209665679;3412;Картриджи TK-8800 для Kyocera P8060;1820;10678;25.8;26;0
199333247;1155;Картридж CF363X для HP LJ M553x, LJ M553x пурпурный;1820;10094;34.1;12;0
209749664;4932;Картриджи 74C5SKE-74C5SYE для Lexmark CX725, CX725, CX725;1820;10029;48.1;50;0
209664075;3560;Картридж PFI-120MBK для Canon iPF TM205 черный матовый;1820;9061;38.2;34;0
192568493;2278;Картриджи 106R01446-106R01443 для Xerox Phaser 7500;1820;8735;24.9;50;0
270394834;1927;Картридж T6366 для Epson Stylus Pro 9900 светло-пурпурный;1820;8528;34.3;50;0
261996750;4364;Фотобарабан DL-420 DU для M6700D, M6700DW, M6800FDW черный;1820;8187;28.4;50;0
181104934;0005;Картриджи CLT-404S для принтеров samsung xpress sl-c430/c480, самсунг sl-c480w;1820;6675;50.0;4;0
199571945;08634;Картридж для Kyocera ECOSYS M3040dn;1820;6414;24.6;50;0
262191959;5482;Картридж TK-1248 для Kyocera MA2001, MA2001W, PA2001 черный;1820;6194;30.9;50;0
199572520;13104;Картридж для Lexmark MS810dn;1820;6128;34.9;3;0
216360087;0833;Фотобарабан C-EXV18 DU для Canon IR-1018, iR-1018J черный;1820;5971;35.2;10;0
1208295657;7060;Картридж TK-8118C Азия для Kyocera M8124cidn голубой;1820;5522;22.6;50;0
192569078;3216;Картриджи TN-421 для Brother MFC-L8900CDW, MFC-L8900CDW;1820;5466;20.9;18;0
850428263;6861;Картридж 056H для Canon MF542x, MF543x, LBP-325 черный;1820;4708;25.9;50;0
209665262;3430;Картриджи TN-213 для Brother DCP-L3550cdw, HL-L3230CDW;1820;4537;23.9;11;0
199333217;1078;Картридж 006R01517 для Xerox WC 7525, WC 7530 черный;1820;4110;32.9;22;0
200165026;02023;Картридж для HP DeskJet 1510;1820;4060;37.8;3;0
216422271;000211;Картридж для HP LaserJet 3050;1820;3858;29.6;1;0
181120378;4411;Картриджи CLI-426 для Canon Pixma MG6240, Pixma MG6240;1820;3853;48.5;7;0
199334135;2384;Картридж TN-414 для Konica Minolta Bizhub 363 черный;1820;3504;18.8;50;0
437368500;6231;Картридж PC-212EV XL для M6502, M6502W, M6552NW черный;1820;3334;27.2;1;0
547173478;6632;Фотобарабан + картридж DR-2075 DU+TN-2075 для Brother черный;1820;3323;22.9;4;0
964246604;08661;Картридж для Kyocera TASKalfa 1800;1820;3168;29.5;1;0
199574589;53361;Картридж для Canon i-SENSYS LBP-2900;1820;3085;33.8;1;0
344065931;5552;Картридж TNP-76 для Konica Minolta 4000i, 4020i черный;1820;3082;27.0;50;0
1283853153;7107;Тонер TK-1170 для Kyocera M2040dn, M2540dn, M2540dw черный;1820;2886;39.0;50;0
1063508735;7021;Картридж W1370A для HP LaserJet M207, LaserJet M208 черный;1820;2865;38.9;20;0
257945557;5379;Картридж 055 для Canon LBP-662, LBP-663, LBP-662 черный;1820;2820;37.1;17;0
199573351;23711;Картридж для Ricoh MP-2014D;1820;2722;33.2;1;0
199565454;00282;Картридж для HP LaserJet 1320N;1820;2574;26.3;1;0
209665373;05012;Картридж для Lexmark E120n;1820;2568;33.3;5;0
216405850;1333;Картридж T-1640 для Toshiba e-Studio 163 черный;1820;2261;28.5;9;0
967496417;53415;Картридж для Samsung ML-2015;1820;2194;27.2;1;0
199331645;4212;Картридж W2213X для HP LJ Pro Color M255 dw пурпурный;1820;2187;35.3;3;0
199574591;53401;Картридж для Xerox Phaser 3117;1820;2032;30.2;2;0
200164027;019617;Картридж для HP PhotoSmart D5060;1820;1884;41.5;26;0
199573174;22262;Картридж для Lexmark MS312dn;1820;1872;34.0;1;0
200165721;08122;Картридж для HP LJ Pro Color CM1415fnw;1820;1806;38.0;4;0
1283992398;7112;Тонер TN-241/TN-243/TN-247/TN-421/TN-423 C для Brother;1820;1730;38.2;8;0
199565325;07291;Картридж для Canon iR-1133;1820;1593;34.3;1;0
199331749;0249;Картридж TN-2275 для Brother DCP-7060DR, DCP-7065DNR черный;1820;1526;29.7;3;0
199335613;5352;Картридж 712 для Canon LBP3100, LBP-3010 черный;1820;1395;30.4;1;0
1003706468;64523;Чернила для Canon MAXIFY GX7040;1907;1368;45.1;1;0
860383843;01181;Картридж для Kyocera FS-1030;1820;1161;31.0;50;0
264243958;5275;Картридж 478XL для Epson XP 15000 серый;1820;969;35.7;26;0
964425718;260730;Чернила для Epson L3060;1907;899;30.6;3;0
199330952;0788;Картридж 106r01633 для Xerox Phaser 6000, WC 6015 желтый;1820;881;26.2;3;0
967369762;37374;Чернила для HP Ink Tank 115;1907;703;39.8;1;0
964784225;02322;Картридж для Panasonic KX-MB262;1820;702;32.9;3;0
967369780;37377;Чернила для HP InkTank 415;1907;651;39.8;1;0
964424309;260720;Чернила для Epson L386;1907;604;30.6;3;0
964424153;26072;Чернила для Epson L110;1907;595;30.6;3;0
192569096;3473;Картриджи 106R03520-106R03523 для Xerox VersaLink C400;1820;0;28.6;4;1
192569315;4525;Картриджи 006R01403 - 006R01406 для Xerox WC 7765, WC 7765;1820;0;18.7;7;1
199331717;0123;Лента KX-FA57A для Panasonic KX-FB423, KX-FHD331 черный;1820;0;35.5;32;1
199332164;0644;Картридж 106R01221 для Xerox Phaser 6360DN черный;1820;0;30.5;6;1
199333206;1088;Картридж 106R00652 для Xerox Phaser 7750 черный;1820;0;31.3;7;1
199334825;3354;Лента PR-101RF для Brother FAX-1150, FAX-1200P черный;1820;0;17.1;10;1
199334863;3469;Картридж 106R03520 для Xerox VersaLink C400 черный;1820;0;29.6;6;1
199334865;3470;Картридж 106R03522 для Xerox VersaLink C400 голубой;1820;0;34.2;4;1
199570169;01232;Лента для принтера для Panasonic KX-FHD332;1820;0;35.5;32;1
199570242;01233;Лента для принтера для Panasonic KX-FHD333;1820;0;35.5;32;1
208141117;33548;Лента для принтера для Brother FAX-1750;1820;0;17.1;10;1
208141199;33549;Лента для принтера для Brother FAX-1850;1820;0;17.1;10;1
208141792;33541;Лента для принтера для Brother FAX-1150;1820;0;17.1;10;1
208141842;33542;Лента для принтера для Brother FAX-1200P;1820;0;17.1;10;1
208141945;33546;Лента для принтера для Brother FAX-1550;1820;0;17.1;10;1
208142054;335410;Лента для принтера для Brother FAX-1950;1820;0;17.1;10;1
208142103;33547;Лента для принтера для Brother FAX-1700;1820;0;17.1;10;1
208142140;33543;Лента для принтера для Brother FAX-1250;1820;0;17.1;10;1
208142180;33544;Лента для принтера для Brother FAX-1350;1820;0;17.1;10;1
208142312;33545;Лента для принтера для Brother FAX-1450;1820;0;17.1;10;1
209664460;3686;Картриджи T01C1-T01C4 для Epson WF Pro C529, WF Pro C579;1820;0;32.1;5;1
209665728;3685;Картридж T01C4 для Epson WF Pro C529, WF Pro C579 желтый;1820;0;34.4;5;1
209713601;2849;Картридж PFI-706Y желтый;1820;0;35.6;4;1
209728570;3675;Картридж X340A11G/ X340A21G для Lexmark LP X340 черный;1820;0;34.9;4;1
209728845;3798;Картридж T04B3 M для Epson WF Pro C8190 пурпурный;1820;0;36.1;18;1
209728910;3800;Картриджи T04B1-T04B4 для Epson WF Pro C8190, WF Pro C8690;1820;0;31.7;8;1
209729828;4062;Картридж PFI-701GY для Canon iPF8000, iPF8000s серый;1820;0;35.8;4;1
209730938;4230;Картридж 006R01646 XL для Xerox Versant 180 черный;1820;0;32.9;48;1
209730940;4233;Картридж 006R01648 для Xerox Versant 180 пурпурный;1820;0;32.8;26;1
209732046;4524;Картридж 006R01403 для Xerox WC 7755, WC 7755 черный;1820;0;22.7;22;1
216355771;4326;Фотобарабан 46484105 DU для OKI Data C532, Data C542 желтый;1820;0;29.7;8;1
216355785;4328;Фотобарабан 46484107 DU для OKI Data C532, MC573 голубой;1820;0;45.0;4;1
216355796;4329;Фотобарабан 46484108 DU для OKI Data C532, Data C542 черный;1820;0;29.2;6;1
216355821;4330;Фотобарабаны 46484105-46484108 DU для OKI Data C532, MC573;1820;0;43.2;4;1
255119755;5551;Картридж CF217XL для HP LJ Pro M102a, LJ Pro M130a черный;1820;0;41.0;50;1
255475452;4236;Картриджи 006R01646-006R01649 для Xerox Versant 180;1820;0;28.8;24;1
257807664;0082;Картриджи T017-T018 для Epson Stylus 777i, Stylus 680;1820;0;48.6;30;1
257945242;4287;Картридж 006R01758 для Xerox C8145, C8155, C8170 черный;1820;0;29.4;50;1
257945455;5322;Картридж EP-87 для Canon LBP5200, LBP-2410 голубой;1820;0;34.4;4;1
261996652;2806;Фотобарабан MLT-R707 DU для Samsung MX SL-K2200 черный;1820;0;29.7;50;1
261996779;3643;Фотобарабан DK-5231 DU для Kyocera M5521cdn цветной;1820;0;33.8;39;1
262191993;5428;Фотобарабан DK-8350 для Kyocera TASKalfa 2552ci черный;1820;0;28.8;50;1
262192026;5401;Картридж CF259XD для HP LJ M406, LJ Pro M304 черный;1820;0;23.0;50;1
262192186;4580;Картридж LK6YBP для Epson LW 1000P, LW 600P, LW 700;1820;0;40.0;33;1
264241888;0486;Картридж T014 для Epson Stylus C20SX, Stylus C20UX цветной;1820;0;39.0;21;1
264243735;4284;Картридж 006R01760 для Xerox C8145, C8155, C8170 пурпурный;1820;0;29.4;50;1
264401014;5366;Картридж KX-FA57A (2 в 1) для Panasonic KX-FB423 черный;1820;0;30.2;50;1
265276101;4204;Картридж 006R01683 для Xerox B8045, B8055, B8065 черный;1820;0;31.8;5;1
270394498;5737;Фотобарабан 013R00668 для Xerox D110, D125, D136 черный;1820;0;26.1;12;1
322422931;5826;Фотобарабан 013R00692 для Xerox C310, C315;1820;0;31.6;6;1
400980386;4381;Картридж 122 для HP DeskJet 1000, DeskJet 1010 черный;1820;0;39.9;6;1
432665538;6207;Картридж 006R04360 для Xerox C310, C310, C310 черный;1820;0;18.1;9;1
482592331;2859;Картриджи T6031-T6039 набор cmyk lclm;1820;0;32.7;1;1
547083246;6628;Фотобарабан + картридж CF219A+CF217XL для HP черный;1820;0;16.6;50;1
547894909;6642;Фотобарабан + картридж DR-316K+TN-328K-C для Konica Minolta;1820;0;24.6;7;1
548920022;6653;Фотобарабан + картридж DK-8350+TK-8345 для Kyocera;1820;0;16.1;50;1
552529903;6728;Фотобарабан + картридж MLT-R707 DU+MLT-D707L для Samsung;1820;0;28.9;50;1
850497948;6344;Картридж 45536506 для OKI C931, C941, es9541 пурпурный;1820;0;35.1;4;1
886363984;6936;Фотобарабаны 46857505-46857508 для OKI Data C834, Data C834;1820;0;29.7;4;1
886391084;6935;Фотобарабан 468575058 для OKI Data C824, Data C834 черный;1820;0;33.4;2;1
886391457;6934;Фотобарабан 46857507 для OKI Data C824, Data C834 голубой;1820;0;33.4;8;1
886391565;6933;Фотобарабан 46857506 для OKI Data C834, Data C834 пурпурный;1820;0;33.4;8;1
886391625;6932;Фотобарабан 46857505 для OKI Data C824, Data C834 желтый;1820;0;33.4;8;1
886715070;6930;Фотобарабан 46438004 для OKI Data C823, Data C833 черный;1820;0;29.3;6;1
