account,sku,campaign,bid_now,reason
oz_acc1,4480826089,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826104,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826116,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826127,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826127,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826129,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826129,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826137,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826137,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826156,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826156,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826163,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826163,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826171,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826171,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826180,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826191,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826193,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826193,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826231,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826231,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826232,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826278,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826315,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826319,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826319,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826320,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826320,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826323,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826331,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826331,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826336,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480826336,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826338,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826338,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826341,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826341,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826343,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826374,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826400,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826427,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480826427,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826428,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826428,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826455,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826479,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826479,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826480,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826508,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826511,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826522,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826522,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826524,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826524,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826526,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826544,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826551,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826551,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826591,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826591,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826594,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826602,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826602,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826615,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826629,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826629,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826651,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826652,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826652,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826699,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826714,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826714,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826743,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826743,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826769,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826769,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826784,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826788,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826789,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480826789,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826796,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826796,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826816,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826816,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826825,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826832,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826832,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826836,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826846,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826846,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826850,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826854,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826854,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826855,от 1000-2000,12.0,нет маржи и нет продаж 90 дн
oz_acc1,4480826855,Эксперимент1,8.0,нет маржи и нет продаж 90 дн
oz_acc1,4480826867,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826874,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826884,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480826884,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826903,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826909,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826912,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826912,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826937,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826937,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826941,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826941,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826950,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826950,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826955,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480826974,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480826974,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480826998,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480826998,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827024,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827062,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827062,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827069,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827069,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827076,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827101,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827105,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827118,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827124,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827124,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827142,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827155,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827159,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827182,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827196,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827196,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827224,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827224,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827250,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827250,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827261,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827291,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827321,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827346,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827353,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827373,от 0 до 1000,12.0,нет продаж 90 дн
oz_acc1,4480827373,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827399,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827441,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827463,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827463,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827473,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827473,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827476,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827476,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827495,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827496,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827498,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827508,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827508,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827512,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827512,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827519,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827519,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827526,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480827527,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827527,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827541,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827571,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827571,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827591,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827592,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827604,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827632,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827637,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827647,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827649,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827649,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827673,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827674,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827686,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827690,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827697,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827697,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827702,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480827702,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827716,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827716,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827722,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827722,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827741,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827751,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827751,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827785,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827785,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827811,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827811,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827820,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827835,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827850,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827862,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827880,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827889,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827889,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827896,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827897,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827897,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827924,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827924,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827935,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480827935,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827938,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480827938,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827961,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827965,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480827965,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480827994,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480828000,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828000,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828029,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828031,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828031,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828046,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828048,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828048,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828084,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828084,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828117,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828126,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828167,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828167,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828179,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828194,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828194,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828217,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480828217,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828220,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828229,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828229,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828235,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828235,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828242,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828261,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828265,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828271,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828271,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828281,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828281,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828291,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828292,от 5000 до 10000,12.0,нет продаж 90 дн
oz_acc1,4480828302,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828302,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828333,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828333,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828340,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828353,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828353,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828379,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828383,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828416,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828452,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480828452,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828454,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828459,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828463,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828468,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828468,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828477,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828491,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828500,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828500,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828515,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828520,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828663,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828684,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828697,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828702,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828751,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828751,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828752,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828779,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828788,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480828834,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828843,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828874,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828893,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828896,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828915,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480828915,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828958,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480828990,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480828992,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480828992,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829042,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829072,от 1000-2000,12.0,нет продаж 90 дн
oz_acc1,4480829072,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829091,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829107,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480829107,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829169,от 0 до 1000,10.0,нет продаж 90 дн
oz_acc1,4480829169,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829170,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829171,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829239,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829298,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829301,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829326,от 2000 до 5000,12.0,нет продаж 90 дн
oz_acc1,4480829359,Эксперимент1,8.0,нет продаж 90 дн
oz_acc1,4480829395,от 2000 до 5000,12.0,нет продаж 90 дн
