# oz_acc2: реклама 2026-07-27..2026-08-15 (19 дн), поиск 4 нед с 2026-07-13, продажи вся история, маржа: margin_safe = margin_own_live - 10.6 п.п.; построено 2026-08-17 — в рекламе, но показов нет
sku,offer_id,name,in_ads,bid,n_camp,camp_titles,ad_views,ad_clicks,ctr,cpc,ad_spend,spend_30d,ad_orders,ad_rev,ad_drr,ad_cr,ad_days_shown,clicks14,spend14,ad_orders14,ad_rev14,s_demand,s_views,s_orders,s_gmv,pos_avg,pos_best,s_views_all,s_orders_all,s_demand_all,s_weeks,qty30,rev30,qty90,rev90,qty_all,rev_all,n_post,canc,cancel_share,last_sale,days_since_sale,free_fbo,our_price,buyer_price,margin_own_live,margin_safe,net_live,cr_bucket,ceiling_live,ceiling_safe,headroom,segment,tier,note
3521485257,6844SAWTAY17,"Картриджи DS 006R04387 - 006R04390 для принтеров Xerox C230, C235",True,8.0,1,Все,55,0,0.0,,0.0,0,0.0,0.0,,,11,0,0.0,0.0,0.0,2332,136,0,30665,25.0000000000000000,22,284,0,2523,6,1,55833.0000,2,113500.0000,2,113500.0000,2,0,0.0,2026-07-22,26,0,58680.0,,17.86,7.3,10478.22,0.0335,253.2,45.3,37.3,no_impressions,S1,показов рекламы 55 за окно при ставке 8 ₽
2518955212,6289URPQRTOP,"Картриджи DS PJIC1 - PJIC6 для принтеров Epson Discproducer PP-100, PP 100 Security, PP100AP, PP-100N, PP50",True,8.0,1,Все,35,0,0.0,,0.0,0,0.0,0.0,,,8,0,0.0,0.0,0.0,912,35,0,0,45.0000000000000000,24,67,0,951,6,1,64005.0000,1,64005.0000,1,64005.0000,1,0,0.0,2026-07-21,27,0,64005.0,,18.11,7.5,11591.77,0.0335,281.5,53.7,45.7,no_impressions,S1,показов рекламы 35 за окно при ставке 8 ₽
1822916687,0367TFEJN49X,"Картриджи DS CE260X-CE263A для принтеров HP Color LaserJet CP4025, LJ CP4525",True,8.0,1,Все,42,2,4.76,8.5,17.02,27,1.0,28219.0,0.1,50.0,16,2,17.02,1.0,28219.0,54,47,0,0,39.5000000000000000,29,95,0,107,7,1,28219.0000,2,53843.0000,2,53843.0000,2,0,0.0,2026-08-12,5,0,30140.0,,20.91,10.3,6301.78,0.0335,160.9,53.6,45.6,no_impressions,S1,показов рекламы 42 за окно при ставке 8 ₽
1873152502,0720WSQ1ZHQU,"Картриджи DS CLT-409 для принтеров Samsung CLP-310, CLP 315, CLX-3170, CLX3175",True,13.0,1,5000-10000,94,0,0.0,,0.0,0,0.0,0.0,,,18,0,0.0,0.0,0.0,23757,285,0,0,56.5000000000000000,17,1036,0,56985,7,0,0,4,37778.0000,4,37778.0000,6,2,33.3,2026-07-12,36,0,9930.0,,44.62,34.0,4431.07,0.0178,70.1,51.3,38.3,bid_up,B,сам продаёт 37 778 ₽/90 дн; показов рекламы 94 за окно при ставке 13 ₽
1916280776,2246BOHRPCO2,"Картриджи DS CE340A-CE343A для принтеров HP LJ 700 M775dn, M775f",True,10.0,1,Все,70,0,0.0,,0.0,0,0.0,0.0,,,19,0,0.0,0.0,0.0,44,37,0,0,78.0000000000000000,26,121,0,139,7,0,0,1,36803.0000,1,36803.0000,3,2,66.7,2026-05-29,80,0,49054.0,,18.51,7.9,9077.72,0.0335,222.3,47.7,37.7,no_impressions,S1,показов рекламы 70 за окно при ставке 10 ₽
1888949756,4757M05WUWFF,"Картриджи DS W2010A-W2013A для принтеров HP Color LaserJet M776, LJ M856",True,8.0,1,Все,55,0,0.0,,0.0,0,0.0,0.0,,,16,0,0.0,0.0,0.0,47,36,0,0,64.6666666666666667,21,119,0,3008,6,0,0,1,35659.0000,1,35659.0000,1,0,0.0,2026-06-18,60,0,56577.0,,23.4,12.8,13239.46,0.0335,349.2,148.0,140.0,no_impressions,S1,показов рекламы 55 за окно при ставке 8 ₽
1916283548,4200YMFW1ZKG,"Картриджи DS W9190MC-W9193MC для принтеров HP E77822, E77825",True,8.0,1,Все,89,0,0.0,,0.0,0,0.0,0.0,,,18,0,0.0,0.0,0.0,193,51,0,0,38.5000000000000000,22,108,0,276,7,0,0,1,31195.0000,1,31195.0000,1,0,0.0,2026-06-05,73,0,49212.0,,18.28,7.7,8997.72,0.0335,219.3,44.6,36.6,no_impressions,S1,показов рекламы 89 за окно при ставке 8 ₽
1873152057,3821T4HLQ5EP,"Картриджи DS SPC250H для принтеров Ricoh MC250FW, PC301W",True,8.0,1,Все,68,1,1.47,14.5,14.49,23,0.0,0.0,,0.0,17,0,0.0,0.0,0.0,1133,105,0,0,46.3333333333333333,40,242,0,1377,6,0,0,1,24177.0000,1,24177.0000,1,0,0.0,2026-06-22,56,0,29778.0,,20.89,10.3,6221.3,0.0335,158.7,52.9,44.9,ad_eater,E2,"1 кликов, 0 рекламных заказов; но сам продаёт 24 177 ₽/90 дн; показов рекламы 68 за окно при ставке 8 ₽"
1822916599,0351R8SES600,"Картриджи DS CE400X-CE403A для принтеров HP LJ M551dn, LJ-M551n, LJM551xh",True,12.0,1,10000-500000,11,0,0.0,,0.0,0,0.0,0.0,,,7,0,0.0,0.0,0.0,24,22,0,0,55.0000000000000000,35,76,0,86,7,0,0,1,20303.0000,1,20303.0000,1,0,0.0,2026-06-04,74,0,23816.0,,20.56,10.0,4895.57,0.0335,124.3,39.9,27.9,no_impressions,S1,показов рекламы 11 за окно при ставке 12 ₽
1883177069,4530KXHIHV0Z,"Картриджи DS MX-61GTBA - MX-61GTYA для принтеров Sharp MX-3050, MX 3060, MX3070, MX-3550, MX3560, MX 3570, MX 4060, MX4070 MX5070 MX 6050",True,8.0,1,Все,83,0,0.0,,0.0,0,0.0,0.0,,,19,0,0.0,0.0,0.0,1030,103,0,0,38.2500000000000000,34,224,0,3011,7,0,0,1,20090.0000,1,20090.0000,1,0,0.0,2026-06-04,74,0,26157.0,,20.65,10.0,5401.69,0.0335,137.3,43.9,35.9,no_impressions,S1,показов рекламы 83 за окно при ставке 8 ₽
1883219893,4825UPCUFURZ,"Фотобарабаны DS A7U40RD-A7U40TD для принтеров Konica Minolta Bizhub 308, Bizhub 458",True,8.0,1,Все,49,0,0.0,,0.0,0,0.0,0.0,,,17,0,0.0,0.0,0.0,64,24,0,0,58.3333333333333333,29,59,0,399,6,0,0,1,20032.0000,1,20032.0000,1,0,0.0,2026-05-19,90,0,32914.0,,21.58,11.0,7102.88,0.0335,183.1,66.3,58.3,no_impressions,S1,показов рекламы 49 за окно при ставке 8 ₽
